carat,cut,color,clarity,depth,table,price
1.2,Very Good,J,VS1,63.1,59,5376
1,Fair,E,VS2,65,58,5376
1.13,Premium,D,SI2,62,58,5376
1.13,Premium,G,SI1,60.9,60,5376
1.2,Premium,H,SI2,62.2,58,5376
1.28,Premium,H,SI2,60.2,60,5376
1.2,Premium,H,SI2,62.5,58,5376
1.2,Premium,H,SI2,62.3,58,5376
1.2,Premium,H,SI2,62,58,5376
1,Good,E,VS2,64,58,5376
1.01,Good,F,SI1,62.4,59,5378
1.01,Good,E,SI1,64.3,59,5379
1.04,Very Good,E,SI1,63.5,56,5381
1.24,Premium,D,SI2,59.9,59,5382
1.31,Very Good,J,SI1,62.5,55,5382
1.02,Very Good,H,VS2,62.4,57,5383
1.01,Very Good,F,SI1,61.9,58,5383
1.11,Very Good,F,SI1,60.1,61,5384
1,Good,E,SI1,58,60,5384
1.09,Premium,F,SI1,60.9,59,5384
1.15,Premium,G,SI1,63,59,5384
1.09,Premium,F,SI1,62.7,58,5384
1,Very Good,G,VS2,60,55,5385
1.01,Fair,D,SI1,66,57,5385
1.01,Fair,D,SI1,65,57,5385
1.01,Very Good,D,SI1,60.8,57,5386
1.23,Good,J,VS2,63.6,57,5386
0.9,Very Good,E,SI1,61.4,56,5387
1.21,Premium,F,SI2,61.5,61,5387
1.21,Very Good,I,VS2,63.4,57,5387
1,Premium,H,VS1,61.5,57,5387
1,Premium,H,VS1,60.7,59,5387
1,Very Good,D,SI1,62.1,58,5390
1,Very Good,D,SI1,62.1,61,5390
1,Very Good,D,SI1,61.3,54,5390
1,Premium,D,SI1,61.5,60,5390
1.19,Very Good,J,SI1,60,57,5390
0.92,Good,G,VVS2,58.8,57,5390
1.25,Premium,I,SI1,59.7,59,5390
1.02,Very Good,H,VS2,60.6,60,5393
1.01,Very Good,H,VS2,61.6,57,5393
1.03,Very Good,E,SI2,61.7,54.9,5393
1.03,Very Good,D,SI1,61.8,57,5393
1.06,Premium,D,SI2,62.5,56,5393
0.91,Good,G,SI1,57.7,58,5394
1.01,Very Good,D,SI1,59.8,56,5394
1.11,Premium,H,VS2,60.9,57,5395
1.11,Premium,H,VS2,62,59,5395
1.25,Premium,J,VS2,62.2,59,5396
1,Premium,E,SI1,60.5,59,5396
1,Very Good,E,SI1,63.2,57,5396
1,Premium,E,SI1,61.7,58,5396
1.22,Very Good,E,SI1,63.4,56,5397
1.02,Very Good,F,SI1,63.2,59,5398
1.26,Premium,I,SI2,62.2,58,5398
1.02,Premium,F,SI1,62.3,58,5398
1.01,Premium,H,VS2,61.5,59,5400
1.05,Premium,E,SI2,60.3,61,5400
1.09,Premium,G,SI1,60.2,60,5402
1,Premium,H,VS2,62.4,59,5404
1.22,Premium,I,VS2,60.1,58,5405
2.14,Fair,J,I1,69.4,57,5405
1.21,Premium,G,SI2,62.7,59,5405
1.05,Very Good,H,SI1,60.5,58,5406
1.21,Good,H,SI1,63.8,64,5407
1.02,Premium,G,VS2,62.7,58,5407
1.49,Good,I,SI2,64.3,59,5407
1,Good,F,VS2,64.4,56,5407
1.2,Very Good,H,SI2,60.2,58,5408
1.13,Very Good,D,SI2,62.3,60,5408
1.2,Very Good,I,SI1,62.2,55,5408
1.2,Very Good,I,SI1,60,60,5408
1.2,Very Good,I,SI1,62.8,57,5408
0.3,Very Good,E,VS2,61.6,54,600
0.31,Good,E,VS1,59,63,600
0.26,Very Good,H,VVS2,63.3,58,600
0.26,Premium,H,VVS1,62.5,58,600
0.26,Premium,H,VVS2,62.4,58,600
0.23,Very Good,F,VVS2,58.1,63,600
0.26,Premium,H,VVS1,59.8,59,600
0.41,Good,G,I1,63.8,56,600
0.41,Premium,I,SI2,60.6,59,600
0.38,Premium,J,VS1,62.1,60,600
0.36,Premium,F,SI1,61.1,59,600
0.38,Very Good,F,SI2,61,61,600
0.36,Very Good,F,SI1,60.3,58,600
0.36,Premium,F,SI1,61.1,59,600
0.36,Premium,F,SI1,62.3,59,600
0.36,Very Good,F,SI1,61.9,59,600
0.36,Premium,F,SI1,61.5,58,600
0.36,Premium,F,SI1,61.6,60,600
0.26,Very Good,E,VS2,62.8,58,601
0.38,Very Good,I,SI1,59.7,62,601
1.11,Premium,G,SI1,62.7,57,5408
1.11,Premium,G,SI1,62.3,58,5408
1.5,Premium,F,I1,60.6,62,5410
1.03,Premium,D,SI1,60.5,61,5410
1.13,Premium,H,SI1,62.1,58,5410
1,Premium,F,SI1,60.6,62,5410
1.01,Very Good,E,SI1,59.6,61,5411
1.01,Very Good,E,SI1,62.8,57,5411
1.01,Good,E,SI1,63.2,59,5411
1.16,Fair,H,SI1,65.8,58,5411
1.23,Good,H,SI2,63.8,57.4,5412
1.23,Premium,I,SI1,62.5,59,5412
1.23,Premium,J,VS1,62.7,58,5412
1.26,Premium,D,SI2,61.9,58,5412
1,Very Good,E,SI1,63.7,55,5413
1.06,Very Good,H,VS2,60.7,59,5415
1.01,Good,H,VS1,63.8,59,5416
1.01,Very Good,E,SI1,62.8,59,5416
1.01,Premium,H,VS1,61.1,58,5416
1.5,Good,H,SI2,63.8,57,5416
1.04,Premium,H,VS2,62.7,61,5416
1.01,Good,G,VS2,64.4,58,5418
1.29,Premium,H,SI2,61,57,5418
1.08,Premium,D,SI1,61.6,56,5419
1,Good,F,VS2,63.1,56,5420
1.46,Premium,G,SI2,62.8,52,5421
1.3,Premium,G,SI2,61.8,57,5421
1.21,Premium,H,SI2,62.6,61,5421
1.21,Premium,I,SI1,59.3,59,5421
1.21,Premium,I,SI1,62.1,56,5421
1.01,Very Good,D,SI1,60.7,58,5422
0.81,Very Good,D,VVS2,63.9,56,5423
1.02,Very Good,E,SI1,60.6,59,5424
1.07,Premium,H,VS2,62.1,59,5424
1.14,Premium,G,SI1,62.7,58,5424
1.02,Premium,H,VS2,61.7,58,5426
1.24,Very Good,J,VS1,59.1,62,5427
1.27,Premium,F,SI2,61,61,5428
1.02,Premium,E,SI1,62.8,58,5429
1.31,Good,H,SI2,64.1,57,5429
1.21,Premium,G,SI2,60.3,58,5430
1.02,Very Good,F,SI1,59.4,60,5430
2.15,Fair,J,I1,65.5,57,5430
0.91,Fair,E,VVS2,63.1,55,5430
1.01,Premium,E,SI1,62.4,59,5430
1.01,Fair,D,SI1,64.7,57,5430
1.01,Premium,E,VS2,62.3,59,5430
1.01,Good,E,VS2,63.8,59,5430
1.22,Good,I,VS2,57.2,60,5431
1.21,Premium,J,VVS2,61.7,60,5431
1.02,Premium,H,VS2,60.2,62,5432
1.01,Very Good,H,SI1,62.9,56,5433
1.01,Very Good,H,SI1,61.2,60,5433
1.05,Premium,E,SI1,61.2,58,5433
1.15,Premium,H,SI1,62,58,5433
1.11,Premium,H,SI1,62.5,58,5433
1.11,Premium,H,SI1,61.1,60,5433
1.26,Premium,H,SI2,60.9,57,5434
1.06,Very Good,G,SI1,61.3,60,5435
1.07,Premium,F,SI1,62.5,59,5436
1.22,Premium,G,SI2,58.3,61,5436
1.33,Premium,H,SI2,61,59,5437
1.05,Very Good,G,SI1,60.2,58,5438
1.3,Premium,J,SI1,61.8,59,5438
1.11,Good,G,SI2,59.7,61,5438
0.9,Premium,E,VS1,59.4,59,5438
1.19,Premium,I,VS2,61.7,57,5439
1.11,Premium,H,SI1,58.8,59,5439
1.01,Good,D,SI1,63.8,58,5443
1.01,Premium,D,SI1,62.6,58,5443
1.01,Good,D,SI1,61.7,62,5443
1.01,Very Good,D,SI1,62.9,59,5443
1.01,Good,D,SI1,63.1,60,5443
1.01,Good,D,SI1,61.8,60,5443
1.01,Very Good,D,SI1,61.6,60,5443
1.2,Very Good,H,SI1,63.5,58,5443
1.24,Very Good,I,VS1,61.4,63,5444
1,Premium,E,SI1,60.7,59,5445
1,Premium,E,SI1,62.6,60,5445
1,Premium,E,SI1,61.9,60,5445
1.06,Very Good,E,SI1,63.7,55,5445
1.2,Fair,F,SI2,63.4,60,5445
1.31,Premium,J,SI1,59.4,60,5446
1.31,Good,I,SI2,63.6,55.1,5446
1.04,Very Good,H,VS2,60.9,58,5447
1.12,Very Good,E,SI1,58.8,61,5447
1.37,Good,I,VS2,64.1,58,5449
1.11,Premium,H,VS2,61.7,58,5450
1.11,Very Good,H,VS2,62.4,58,5450
1.31,Very Good,J,SI1,62.3,55,5450
1.2,Very Good,D,SI2,62.6,57,5451
1.18,Very Good,I,VS1,62.2,57,5451
1.04,Very Good,G,VS2,61.4,63,5451
1.21,Very Good,J,VS1,62.6,57,5452
1.21,Very Good,I,SI1,62.9,55,5452
0.92,Very Good,E,VS1,60.9,61,5453
1.07,Premium,G,SI1,61.6,58,5453
1.16,Premium,H,SI1,61.2,58,5454
1.02,Premium,H,VS2,62.4,58,5454
1.27,Very Good,J,VS2,61.8,60,5455
1.03,Very Good,I,VS1,62.9,53,5455
1.02,Very Good,H,SI1,61,59,5455
1.02,Premium,F,SI1,61,59,5455
1.24,Very Good,I,SI1,60.4,58,5456
1.06,Very Good,H,VS1,62.2,59,5456
1.02,Very Good,E,SI1,63.2,60,5456
1.21,Very Good,I,SI1,60.6,56,5457
1.16,Premium,I,VS1,60.4,59,5457
1.14,Premium,H,SI1,59.3,59,5458
1.2,Good,I,SI1,64.4,61,5458
1.18,Premium,G,SI1,62.1,59,5458
1.14,Premium,H,SI1,61.9,58,5458
1.14,Very Good,H,SI1,63.1,58,5458
1,Fair,H,VS1,55.8,60,5460
1.5,Fair,D,I1,64.7,62,5460
1.5,Premium,G,SI2,61.7,55,5460
1.01,Very Good,E,SI1,60,60,5461
1.01,Very Good,E,SI1,62.1,56,5461
1.06,Premium,H,SI1,61,60,5461
1.21,Premium,H,VS2,60.8,62,5461
1.29,Very Good,I,SI1,62.2,58,5463
1.29,Premium,J,VS1,61.7,59,5463
1.19,Premium,I,SI1,61.3,59,5464
1.07,Premium,H,SI1,63,57,5465
1.22,Premium,I,SI1,59,61,5466
1.22,Premium,I,SI1,62.2,57,5466
1.22,Premium,I,SI1,62.1,59,5466
1.22,Premium,H,SI2,60.2,56,5466
1.05,Premium,H,VS2,62.7,59,5468
1.05,Premium,H,VS2,59,59,5468
1.02,Premium,H,VS1,62.1,59,5469
1,Good,D,SI1,64.9,53,5469
1,Premium,E,SI1,60.8,60,5470
1.2,Very Good,G,SI2,60.2,63,5474
1.2,Premium,I,VS2,62.1,59,5474
1.01,Fair,G,VS2,66.6,55,5475
0.9,Very Good,D,VS2,62.3,56,5476
1.2,Very Good,I,SI1,62.6,57,5476
1.1,Premium,H,SI1,60.7,59,5476
1.18,Premium,I,VS1,62.6,59,5477
1.01,Very Good,E,SI1,64.1,56,5479
1.06,Very Good,H,VS2,62.4,56,5480
1.05,Very Good,G,SI1,62,56,5480
0.9,Good,F,VVS2,61.8,63,5480
1.16,Premium,H,SI1,60.2,59,5480
1.31,Premium,J,SI1,62.5,55,5480
1.13,Very Good,F,SI1,60.6,60,5481
1,Good,G,SI1,62.2,63,5483
1.11,Premium,F,SI1,60.1,61,5483
1,Good,G,VS2,63.7,59,5484
1.02,Premium,F,SI1,62.9,55,5484
0.91,Very Good,G,VS2,62.3,59,5484
1,Good,G,VS2,63.7,57,5484
1,Good,G,VS2,56.6,61,5484
1,Fair,G,VS2,67.6,57,5484
1,Fair,G,VS2,63.7,55,5484
1.06,Premium,E,SI1,62,61,5485
1.06,Premium,E,SI1,60.8,58,5485
1.24,Very Good,H,SI2,63.2,55,5486
1.01,Good,F,VS2,57.3,62,5487
1.14,Good,H,SI1,62.8,58,5487
1.12,Fair,G,VS1,64.8,56,5487
1.38,Premium,G,SI2,58.3,59,5487
1.08,Premium,F,SI1,61,59,5487
1.3,Fair,J,SI1,66,57.1,5488
1,Premium,D,SI1,61.3,54,5488
1,Premium,D,SI1,59.5,60,5488
1,Premium,D,SI1,62.1,58,5488
1,Premium,D,SI1,61.5,60,5488
1,Premium,D,SI1,62.1,61,5488
1.21,Premium,J,VS1,60,60,5489
1.2,Very Good,I,SI2,63.7,56,5490
1.23,Good,H,SI1,63.7,59,5490
1.06,Very Good,F,SI1,59.6,60,5491
1.06,Very Good,F,SI1,58.8,57,5491
1.03,Premium,D,SI1,61.8,57,5491
1.05,Good,H,VS2,63.7,58,5492
1.05,Very Good,E,SI1,62.2,56,5494
1.02,Good,D,SI1,63.3,58,5497
1.02,Good,D,SI1,63.5,61,5497
1.24,Very Good,I,SI2,61.6,59,5497
1.01,Very Good,G,SI1,62.9,58,5497
1.01,Good,G,VS2,62,61,5497
1.03,Very Good,D,SI1,62.6,58,5498
1.07,Premium,H,VS2,62.4,59,5498
1.01,Very Good,E,SI1,62.9,60,5499
1.01,Good,E,SI1,63.3,55,5499
1.01,Very Good,E,SI1,62.8,57,5499
1.01,Very Good,E,SI1,62.9,58,5499
1.25,Premium,J,VS1,62,58,5500
1,Premium,E,SI1,61.6,59,5500
1,Good,G,VS2,63.3,60,5500
1.25,Very Good,I,SI1,58.9,58,5500
1.02,Very Good,F,SI1,59.8,58,5500
1.01,Good,D,SI1,57.6,60,5501
1.01,Fair,F,VS2,65.5,62,5501
0.9,Very Good,H,VS2,62.6,59,5502
1.21,Premium,I,VS2,62.2,59,5502
1.04,Premium,F,SI1,61.5,59,5504
1.12,Very Good,G,SI2,61.2,58,5504
0.9,Very Good,F,VVS2,61,63,5504
1.23,Premium,J,VS2,61.9,55,5504
1.19,Premium,D,SI2,58.8,58,5504
1.46,Fair,G,SI2,64.6,54,5504
1.26,Premium,I,SI1,60.9,58,5504
1,Good,F,VS2,63.4,56,5505
1,Very Good,F,VS2,61.9,59,5505
1.02,Premium,G,VS2,62.7,58,5506
1.15,Premium,H,SI1,62,58,5506
1.02,Very Good,E,SI1,63.1,61,5508
0.24,Very Good,D,VS2,60.2,59,419
0.27,Very Good,D,VS2,63,57,419
0.24,Very Good,E,VS2,60.1,58,419
0.24,Very Good,E,VS2,63.5,53,419
0.24,Very Good,E,VS2,62.1,58,419
0.24,Very Good,E,VS2,63.1,56,419
0.24,Very Good,E,VS2,63,58,419
0.24,Very Good,E,VS2,61.5,58,419
0.24,Very Good,E,VS2,62.1,59,419
0.24,Very Good,F,VS2,61.4,58,419
0.24,Very Good,F,VS2,62.4,58,419
0.24,Very Good,F,VS2,62.9,58,419
0.24,Very Good,F,VS2,59.6,58,419
0.24,Very Good,F,VS2,61.9,59,419
0.24,Very Good,F,VS1,59.9,58,419
0.24,Very Good,F,VS1,63,58,419
0.24,Very Good,F,VS1,62.5,58,419
0.24,Very Good,F,VS1,63,59,419
0.24,Very Good,E,VS1,62.4,59,419
0.24,Very Good,E,VS1,59.8,58,419
0.24,Very Good,D,VS1,61.4,58,419
0.24,Very Good,D,VS1,62.2,58,419
0.24,Very Good,D,VS1,62.9,56,419
0.26,Very Good,D,VS2,59.6,63,420
0.26,Very Good,D,VS1,63.3,57,420
0.39,Fair,E,SI1,65.6,60,601
0.35,Good,D,SI1,63.3,56,601
0.35,Premium,D,SI1,61.5,58,601
0.32,Very Good,F,VS2,59.7,62,602
0.32,Good,F,VS2,63.3,57,602
0.32,Very Good,F,VS2,58.8,62,602
0.32,Very Good,F,VS2,63,57,602
0.32,Very Good,G,VS1,61.2,62,602
0.32,Premium,H,VVS2,62.2,58,602
0.32,Very Good,F,VS2,61.2,58,602
0.32,Premium,F,VS2,59.5,60,602
0.35,Very Good,H,VS1,60,57,603
0.3,Very Good,E,VS2,62.7,53,603
0.3,Very Good,F,VS1,63.1,59,603
0.4,Very Good,J,SI1,58.9,59,603
1.18,Very Good,H,SI1,60.1,59,5508
1.2,Premium,I,SI1,60.7,59,5510
1.2,Premium,H,SI2,62.4,57,5510
1.23,Premium,J,VS1,62.7,58,5510
1.2,Premium,I,SI1,61.1,58,5510
1,Very Good,G,SI1,62.3,62,5511
0.9,Very Good,D,VS1,63.4,58,5511
1.32,Very Good,J,SI2,61.7,60,5513
1.2,Good,F,SI2,59,60,5514
1.08,Very Good,H,VS2,62.9,59,5515
1.01,Premium,H,VS1,61.1,58,5515
1.01,Good,H,VS1,63.8,59,5515
1.01,Premium,E,SI1,62.8,59,5515
1.08,Very Good,H,SI1,63.2,58,5516
1.27,Premium,J,VS1,62.6,59,5518
1.2,Very Good,G,SI2,61.7,59,5518
1.01,Very Good,G,VS2,62.5,60,5519
1.46,Premium,I,SI2,62.4,59,5519
1.06,Very Good,F,SI1,63.4,58,5520
1.06,Premium,H,VS2,60.7,59,5520
1.23,Premium,I,VS2,61.7,58,5521
1,Very Good,F,SI1,63.3,58,5521
1.1,Very Good,H,SI1,62.9,57,5521
1,Very Good,G,SI1,61,56.7,5522
1.2,Very Good,I,SI1,62.6,59,5522
1.03,Premium,H,VS1,62.5,59,5523
1.03,Premium,H,VS1,62,59,5523
1.1,Very Good,I,VS2,61.8,58,5524
1.08,Very Good,H,VS2,58.1,62,5524
1.35,Fair,J,SI1,65.2,56,5524
1.04,Very Good,F,SI1,62.9,54,5525
1.01,Premium,E,SI1,60.7,58,5525
1.03,Good,D,SI1,57.7,62,5526
1.13,Very Good,G,SI1,63.1,58,5526
1,Very Good,F,SI1,63.3,58,5528
1.21,Premium,G,SI2,60.3,58,5529
1.27,Very Good,J,VS2,62.7,58,5530
0.91,Very Good,E,VS1,61.8,60,5530
1.13,Very Good,I,VS2,60.7,58,5531
1.21,Premium,J,VVS2,61.7,60,5531
1.01,Premium,D,SI1,58.9,58,5532
1.01,Very Good,D,SI1,59.7,57,5533
1.52,Fair,G,SI2,64.9,59,5533
1.01,Very Good,E,SI1,59.5,57,5534
1.22,Premium,G,SI2,60.2,58,5534
1.06,Premium,F,SI1,58.4,61,5535
0.9,Premium,E,VS1,59.4,59,5535
1.04,Good,G,VS2,61.4,65,5535
1.5,Premium,J,SI1,62.1,57,5536
1.16,Very Good,H,VS2,63,57,5537
1.15,Very Good,G,SI1,61.3,62,5538
1.01,Good,G,VS2,63.2,64,5538
1.01,Fair,G,VS2,64.5,57,5538
1.01,Premium,G,VS2,58.1,59,5538
1.09,Very Good,E,SI1,62.5,57,5539
1.21,Premium,I,VS1,61.2,59,5540
1.21,Premium,J,VS2,60.2,57,5541
1.01,Very Good,D,SI1,61.5,61,5542
1.01,Premium,D,SI1,61.6,60,5543
1.01,Premium,D,SI1,61.7,62,5543
1.01,Premium,D,SI1,61.8,60,5543
1.01,Good,D,SI1,63.8,58,5543
1.01,Very Good,D,SI1,63.1,60,5543
1.06,Premium,G,VS2,62.5,58,5543
1.01,Premium,D,SI1,60,60,5543
1.01,Premium,D,SI1,62.9,59,5543
1.01,Premium,D,SI1,62.6,58,5543
1.01,Premium,E,SI1,59.8,59,5543
1,Premium,E,SI1,60.3,62,5544
1,Very Good,E,VS2,62.4,62,5544
1,Premium,F,SI1,61.9,60,5544
1,Good,G,VS2,62.9,56,5544
1,Very Good,G,VS2,62.7,58,5544
1.2,Good,E,SI2,63.3,55,5544
1.01,Good,H,SI1,60.1,61,5544
1.01,Good,D,SI1,65.1,57,5544
1,Good,H,VS1,61.3,64,5544
1,Premium,E,SI1,61.9,60,5544
1,Premium,E,SI1,60.7,59,5544
1,Premium,E,SI1,62.6,60,5544
1.1,Premium,H,SI1,59.6,58,5544
1.35,Premium,J,SI1,60.9,59,5546
1,Good,D,SI1,60.5,60,5546
1.31,Premium,J,SI1,59.4,60,5546
1.27,Premium,I,SI1,62.3,56,5547
0.9,Very Good,D,VS1,63,58,5547
1.12,Premium,E,SI1,58.8,61,5547
1.14,Premium,G,SI1,62.3,59,5548
1.13,Very Good,H,VS2,61.4,61,5548
0.96,Very Good,D,SI1,59.9,58,5548
1.06,Premium,H,VS1,62.5,58,5549
1.11,Premium,H,VS2,62.4,58,5550
1.23,Very Good,G,SI2,63.4,58,5550
1.06,Premium,I,VS1,61.2,57.1,5550
1.09,Very Good,H,VS2,63,54,5551
1.03,Very Good,D,SI1,63,59,5551
0.9,Fair,E,VVS2,58.1,59,5551
1.2,Premium,D,SI2,62,58,5551
1.2,Premium,D,SI2,62.6,57,5551
1.02,Very Good,E,SI1,59.2,56,5553
1.96,Fair,F,I1,66.6,60,5554
1.16,Premium,H,SI1,61.2,57,5554
1.16,Premium,H,SI1,61.2,58,5554
1.05,Good,H,VS1,63.3,57,5555
1.24,Premium,I,SI1,60.4,58,5555
1.21,Very Good,G,SI2,59.6,60,5556
1.01,Very Good,E,SI1,60,60,5556
1.21,Premium,I,SI1,62.3,59,5556
1.21,Premium,G,SI1,59.5,62,5556
1.21,Premium,J,VS1,59.5,60,5556
1.21,Premium,I,SI1,60.6,56,5556
1,Very Good,I,VS1,60.8,59,5557
1.04,Very Good,D,SI1,63.4,55,5557
1.05,Premium,F,SI1,61.8,56,5557
1.05,Premium,F,SI1,60.3,60,5557
1.05,Premium,F,SI1,61.6,57,5557
1.21,Very Good,G,SI2,62.8,60,5558
1.01,Very Good,H,VS2,62.8,59,5559
1.01,Premium,F,SI1,60.6,58,5559
1.01,Good,F,VS2,63.1,56,5560
1.01,Very Good,F,VS2,61,59,5560
1.07,Premium,F,SI1,59.6,58,5561
1.07,Good,F,SI1,63.4,56,5561
1.04,Premium,H,VS2,61.2,59,5561
1.29,Very Good,I,VS1,61.1,58,5562
1.18,Very Good,G,SI2,62.4,56,5562
1.19,Very Good,D,SI2,63.5,57,5562
1.02,Very Good,H,VS2,62.4,57,5565
1.02,Very Good,E,VS2,62.8,59,5565
1.2,Very Good,H,SI1,62.8,58,5567
1.17,Good,D,SI2,60.4,65,5567
1.3,Premium,J,SI1,61,59,5569
1.3,Premium,J,SI1,61.9,56,5569
1.02,Premium,H,VS1,58.5,57,5569
1.02,Premium,H,VS1,62.1,59,5569
1.09,Very Good,F,SI1,62.3,57,5570
1.2,Good,I,VS1,57.8,61,5570
1,Very Good,E,SI1,62.4,59,5571
1.13,Premium,H,VS2,62.8,59,5571
1,Premium,H,VS2,59.4,61,5572
1.21,Premium,J,VVS2,60.8,60,5572
0.95,Very Good,G,VS1,59.9,58,5572
1.07,Premium,H,VS2,62.4,57,5573
1,Premium,F,SI1,62,60,5574
1.08,Good,E,SI1,58.4,60,5575
1.11,Very Good,J,VS1,59.9,56,5576
1.16,Good,H,SI1,64,58,5576
1.35,Very Good,I,SI2,58.6,63,5579
1.03,Premium,H,VS2,61,58,5579
1.05,Premium,H,VS1,60.9,60,5580
1.06,Premium,F,SI1,60.4,62,5580
1.03,Premium,G,SI1,60.1,60,5581
1.02,Premium,G,VS2,62,57,5581
1.13,Premium,F,SI1,60.6,60,5581
1.31,Very Good,I,SI2,60.8,57,5582
1.08,Premium,H,VS1,59.6,59,5582
1.24,Premium,F,SI2,62.8,60,5583
1.37,Very Good,I,SI2,63,57,5584
1.13,Very Good,F,SI1,63.2,56,5584
1.24,Very Good,I,SI1,60,59,5584
1.17,Very Good,H,VS2,59.6,59,5585
1.33,Very Good,H,SI2,63.5,57,5586
1.15,Very Good,G,SI1,62.2,59,5587
1.09,Very Good,J,VVS1,63.9,56,5588
1.27,Good,J,VS1,63.4,60,5588
1.27,Premium,I,SI1,60.9,59,5588
1.32,Premium,I,SI2,61.3,59,5588
1.24,Very Good,H,SI2,61.2,57,5592
1,Good,F,VS2,62.5,57,5592
1.2,Premium,H,SI1,62.4,59,5592
1.05,Good,H,VS2,63.7,58,5592
1.01,Very Good,H,VS1,62,60,5593
1.14,Very Good,E,SI2,60,54,5593
1.02,Premium,G,VS2,62.9,58,5593
1.19,Very Good,H,SI1,60.8,59,5595
1.19,Very Good,H,SI1,62.7,61,5595
1.19,Premium,H,SI1,61.4,58,5595
1.17,Very Good,G,SI2,61.2,58,5595
0.91,Very Good,D,VS1,62.5,56,5597
1.21,Good,G,SI1,63.8,58,5597
1.02,Very Good,H,VS1,62.8,59,5598
1.02,Good,H,VS1,59.8,63,5598
1.02,Very Good,D,SI1,63.3,58,5598
1.02,Very Good,D,SI1,63.5,61,5598
1.01,Premium,E,SI1,62.6,58,5599
1.01,Good,G,VS2,63.6,60,5599
1.01,Premium,D,SI1,60.7,58,5599
1.01,Good,G,VS2,63.2,57,5599
1.01,Good,G,VS2,63.9,54,5599
1.01,Premium,E,SI1,62.9,58,5599
1.01,Premium,E,SI1,62.8,57,5599
1.01,Premium,F,SI1,61.9,56,5599
1.01,Premium,E,SI1,62.8,59,5599
1.01,Premium,E,SI1,62.9,60,5599
1,Very Good,G,VS2,63.3,60,5600
1,Very Good,G,VS2,61.8,59,5600
1.01,Very Good,D,SI1,59,59,5600
1,Good,G,VS2,63.4,61,5600
1.2,Good,I,VS1,64.8,58,5600
1.13,Premium,G,SI1,60.9,58,5600
1,Premium,E,SI1,61.6,59,5600
1.04,Good,G,VS2,61.4,65,5601
1.29,Very Good,H,SI2,63.8,57,5601
1.51,Good,E,I1,57.5,59,5601
1.2,Good,J,VS1,64.1,57,5601
1.09,Premium,H,VS2,62.6,56,5601
1.11,Good,F,SI1,62.1,61,5602
1.22,Premium,I,SI1,61.3,58,5602
0.32,Good,G,VS2,56.7,64,603
0.3,Good,E,VS2,59.7,63,603
0.27,Premium,E,VS1,60.2,59,603
0.27,Premium,E,VS1,61.5,58,603
0.27,Premium,D,VS2,62,57,603
0.3,Premium,F,SI1,60.9,58,603
0.28,Very Good,E,VVS2,60.2,58,604
0.27,Very Good,F,VVS1,61.8,55,604
0.41,Premium,F,SI2,59,58,604
1.22,Premium,I,SI1,62.7,58,5602
1.21,Very Good,J,VS1,59.3,57,5604
1.04,Very Good,D,SI1,61.5,58,5605
1.04,Good,D,SI1,63.7,58,5605
1.01,Good,F,VS1,62.9,64,5606
1.1,Premium,D,SI1,58.8,61,5606
1,Premium,F,VS2,59.9,60,5606
1,Premium,F,VS2,61.9,59,5606
1,Good,F,VS2,64.2,58,5606
1.25,Premium,J,SI1,61.8,55,5607
1.2,Very Good,G,SI1,63,57,5607
2.22,Fair,J,I1,66.7,56,5607
1.2,Very Good,G,SI2,63.1,57,5609
1.35,Good,I,VS2,59.2,65,5610
1.01,Premium,H,VS2,62.5,58,5611
1.31,Very Good,I,SI2,63.5,55,5612
1.04,Premium,E,SI1,62.2,56,5612
1.31,Premium,I,SI2,63,58,5612
1.35,Very Good,J,SI1,61.1,61,5613
1.05,Very Good,H,VS2,63.3,56,5614
0.93,Very Good,E,VS2,61.4,58,5616
1.01,Good,F,VS2,64.2,54,5616
1.7,Fair,D,I1,64.7,56,5617
1.18,Premium,I,SI1,61.8,58,5617
1.27,Premium,J,VS1,62.6,59,5618
1.52,Premium,J,SI1,60.4,59,5618
1.27,Premium,D,SI2,58.9,59,5618
1,Very Good,H,VS1,64.2,53,5619
1.01,Very Good,D,SI1,61.1,58,5619
1.01,Premium,G,VS2,62.5,60,5620
1.28,Premium,E,SI2,62.5,58,5620
1.03,Very Good,H,VS2,59.9,59,5620
1.12,Premium,E,SI2,61.1,58,5620
1.01,Premium,G,VS2,59.8,61,5620
1.04,Premium,F,SI1,62.5,60,5621
1,Very Good,D,SI1,59.2,62,5621
1,Very Good,D,SI1,62.2,58,5621
1,Good,G,VS2,63.1,58,5621
1.19,Very Good,F,SI2,58.8,60,5622
1.01,Very Good,D,SI1,63.3,57,5622
1.23,Premium,I,VS2,61.7,58,5622
1.19,Premium,H,SI1,61.2,60,5622
1.19,Fair,H,SI1,64.4,58,5622
1,Very Good,G,VS2,60.6,60,5623
1.64,Premium,J,SI2,63,58,5624
1.03,Premium,H,VS1,62.5,59,5624
1.03,Premium,H,VS1,62,59,5624
1.03,Fair,E,SI1,65.1,58,5624
1.13,Very Good,H,VS2,61.7,56,5625
1.35,Fair,H,VS2,64.5,58,5625
1.06,Very Good,H,VS1,61.9,58,5627
1.01,Very Good,E,SI1,63,57,5627
1.01,Good,E,SI1,58.1,59,5627
1.25,Very Good,J,VS1,60.4,60,5628
1.25,Very Good,J,VS1,61.8,58,5628
