carat,cut,color,clarity,depth,table,price
0.25,Very Good,F,VVS2,59,58,575
0.25,Very Good,F,VVS2,59.4,57,575
0.25,Very Good,F,VVS2,61.8,58,575
0.25,Very Good,F,VVS2,61,58,575
0.25,Very Good,F,VVS2,60.4,59,575
0.25,Very Good,F,VVS2,63.2,57,575
0.27,Very Good,E,VVS2,58.6,61,575
0.25,Very Good,E,VVS2,60.2,59,575
0.25,Very Good,E,VVS2,62.7,59,575
0.27,Very Good,E,VVS2,61.9,58,575
0.25,Very Good,E,VVS2,59.8,59,575
0.25,Very Good,E,VVS2,62.1,58,575
0.25,Very Good,E,VVS2,63,57,575
0.25,Very Good,E,VVS2,60.9,59,575
0.25,Very Good,E,VVS2,61.9,59,575
0.25,Very Good,E,VVS2,63.4,58,575
0.25,Very Good,E,VVS2,63,55,575
0.25,Very Good,E,VVS2,60.5,59,575
0.25,Very Good,D,VVS2,58.8,59,575
0.27,Very Good,D,VVS2,64.6,53,575
0.25,Very Good,D,VVS2,61.3,59,575
0.25,Very Good,E,VVS1,59.7,58,575
0.25,Very Good,E,VVS1,60.7,58,575
0.9,Very Good,H,VS2,60.8,58,3890
1.09,Very Good,D,SI2,61.9,61,3890
0.91,Very Good,G,SI2,63.4,60,3891
1.1,Fair,E,SI1,65.5,57,3891
1.03,Fair,I,SI1,57.4,61,3892
0.9,Very Good,F,SI1,61.1,56,3893
1.18,Very Good,E,I1,62.5,58,3894
0.9,Very Good,E,VS2,63.4,59,3894
0.98,Very Good,E,SI2,61.1,60,3895
1.01,Very Good,F,SI2,63.5,56,3897
0.78,Very Good,E,VS1,61.5,60,3898
0.9,Very Good,F,SI1,63.4,56,3898
1.18,Fair,D,SI2,57,66,3899
1.11,Very Good,J,SI1,62,58,3901
0.9,Very Good,E,SI2,62.6,58,3902
0.9,Very Good,E,SI2,61.1,58,3902
0.72,Very Good,E,VVS1,61.2,58,3903
1.03,Very Good,F,SI2,60.2,55,3903
1.01,Very Good,J,SI2,62.2,58,3905
1,Very Good,F,SI2,62.4,56,3906
1,Very Good,F,SI2,61.9,59,3906
1.01,Very Good,J,SI2,62.8,59,3906
0.71,Very Good,E,VVS1,57.9,61,3907
1.24,Very Good,J,SI2,63.3,60,3908
0.9,Very Good,G,SI2,60.8,57,3909
0.9,Very Good,G,VS2,59,58,3910
0.91,Very Good,D,SI2,60.8,58,3910
0.77,Very Good,E,VS2,60.4,58,3911
0.91,Very Good,D,SI2,63.4,59,3911
1.39,Very Good,I,I1,62.6,57,3914
1.01,Fair,E,SI2,57.9,57,3916
0.77,Very Good,F,VVS2,60.6,60,3917
0.9,Very Good,D,SI2,63.5,58,3918
0.9,Very Good,G,SI1,62.6,60,3919
0.9,Very Good,H,VS2,63.1,60,3919
0.92,Very Good,F,SI1,63.8,56,3920
1,Fair,I,SI1,56.4,61,3920
1,Very Good,G,SI2,63.3,56,3920
1,Very Good,H,SI2,63.4,61,3920
0.7,Very Good,D,VVS1,61.5,63,3920
0.51,Fair,F,VVS2,65.4,60,3920
0.78,Very Good,D,VS1,61.5,57,3923
0.92,Fair,H,VS1,56,60,3924
0.91,Very Good,H,VS2,63.7,57,3924
0.9,Very Good,E,SI2,61.6,59,3924
1.04,Very Good,J,SI2,63.2,58.6,3924
1.02,Very Good,I,SI1,60.4,58,3927
1.02,Very Good,H,SI2,62.4,59,3927
1.02,Very Good,I,SI1,62.9,58,3927
0.9,Fair,F,VS2,64.7,54,3931
0.9,Fair,D,VS2,57.5,66,3931
0.93,Very Good,G,SI1,62.5,57.8,3933
0.91,Very Good,F,SI1,61.4,58,3936
0.91,Very Good,E,SI2,62.4,58,3936
0.94,Very Good,F,SI2,62.6,57,3938
0.9,Fair,D,SI1,66.1,55,3945
1.01,Very Good,F,SI2,60.8,63,3945
1.01,Very Good,F,SI2,62.5,61,3945
0.9,Very Good,G,SI1,62.9,56,3945
1.02,Very Good,E,SI2,63.6,59,3947
0.74,Very Good,F,VVS2,61.5,55.1,3948
0.9,Very Good,F,SI1,62.5,62,3950
0.9,Very Good,F,SI1,62.6,60,3950
0.9,Very Good,F,SI1,62,59,3950
0.9,Very Good,F,SI1,62.6,57,3950
0.9,Very Good,F,SI1,61.7,60,3950
0.9,Very Good,F,SI1,60.4,60,3950
0.9,Very Good,F,SI1,63.7,58,3950
0.9,Very Good,F,SI1,63.4,58,3950
0.9,Very Good,F,SI1,62.5,60,3950
0.9,Very Good,F,SI1,62.3,55,3950
1,Fair,I,VS1,64,49,3951
0.96,Very Good,G,SI2,63.1,56,3951
0.72,Very Good,F,VVS2,59.2,63,3952
1.01,Very Good,J,SI1,58.9,59,3952
0.8,Very Good,F,VS2,61.3,55,3954
0.9,Very Good,F,SI1,62.5,59,3954
1.11,Very Good,I,SI2,61.2,61,3956
1.06,Very Good,H,SI2,62.6,58,3958
1.01,Very Good,H,SI2,63.4,55,3959
0.97,Very Good,G,SI2,59.8,58,3960
0.91,Very Good,G,SI1,63.6,57,3961
0.91,Very Good,F,SI1,62.7,56,3963
0.94,Very Good,E,SI2,62,60,3963
0.9,Very Good,H,VS1,62.6,55,3964
0.9,Very Good,H,VS1,62.7,56,3964
1.21,Very Good,I,SI2,63.4,62,3964
1,Fair,G,SI1,68.3,61,3965
1.18,Very Good,E,I1,63.3,57,3965
1,Fair,G,SI1,65.2,62,3965
1,Very Good,D,SI2,63.2,56,3965
1,Very Good,D,SI2,60.8,63,3965
1,Fair,D,SI2,65,56,3965
0.25,Very Good,E,VVS1,60,56,575
0.25,Very Good,E,VVS1,60.2,59,575
0.33,Very Good,I,VS1,59.9,62,575
0.3,Very Good,E,VS2,62.1,62,575
0.32,Very Good,G,VS2,61.9,56,576
1,Fair,D,SI2,66.5,59,3965
0.77,Very Good,G,VVS1,62.7,54,3966
1.01,Very Good,G,SI2,61.8,58,3966
1.01,Very Good,G,SI2,62.1,61,3966
1.01,Very Good,G,SI2,63,58,3966
1.13,Very Good,E,SI2,59.4,62,3967
0.92,Very Good,F,SI1,63.5,58,3967
0.91,Very Good,E,SI2,62.8,59,3968
1.02,Very Good,D,SI2,61.3,62,3971
1.02,Fair,H,SI1,64.6,55,3972
0.7,Very Good,F,VVS2,61.3,59,3974
1.02,Very Good,F,SI2,59.6,59,3974
1,Very Good,H,SI2,63.1,58,3975
0.9,Very Good,D,SI2,62.2,57,3975
0.9,Very Good,D,SI2,61.2,54,3975
1,Fair,F,SI2,59.3,66,3975
0.97,Very Good,F,SI2,59.6,59,3977
0.9,Very Good,F,SI2,62,59,3977
1.02,Very Good,I,SI2,62.8,56,3980
1.08,Fair,J,VS2,65.1,54,3980
0.81,Very Good,G,VVS2,63.5,55,3981
1.02,Very Good,F,SI2,61.1,62,3984
0.83,Very Good,D,VS1,61.3,57.2,3984
1.21,Fair,J,SI2,64.6,59,3984
0.92,Very Good,G,SI1,62.5,60,3986
0.91,Very Good,E,SI2,60.5,59,3986
1.13,Very Good,I,SI2,59.1,63,3987
0.9,Very Good,H,VS2,62.6,58,3989
0.9,Very Good,H,VS2,62.1,57,3989
0.9,Very Good,D,SI2,59.5,58,3989
1.25,Fair,H,SI2,64.4,58,3990
1,Very Good,J,SI2,62.8,54,3991
1,Very Good,H,SI2,64.1,54,3991
0.91,Very Good,F,SI1,63.7,58,3991
1.01,Fair,E,SI2,56.8,66,3991
1.01,Fair,F,SI1,66.8,60,3991
0.9,Very Good,I,VS2,59.3,59,3992
0.9,Fair,F,VS2,58.9,67,3992
0.9,Very Good,F,SI1,59.6,63,3992
0.9,Very Good,F,SI1,63.4,62,3992
0.81,Very Good,F,VVS2,63.1,56,3992
0.74,Very Good,E,VVS1,63.5,58,3993
0.91,Very Good,I,VS2,61.5,58,3994
1.06,Very Good,H,SI2,62.6,60,3996
0.85,Very Good,E,VS2,63.6,56,3997
0.9,Very Good,D,SI1,61.1,63,3997
0.9,Very Good,D,SI1,62.4,63,3997
0.9,Very Good,D,SI1,62.5,63,3997
0.9,Very Good,D,SI1,63.2,62,3997
1.01,Very Good,I,SI2,63.7,57,3998
1.01,Very Good,J,SI1,62.8,57,3998
0.91,Very Good,H,SI1,59.2,60,3998
1.02,Very Good,H,SI2,63.5,60,3998
1.07,Very Good,I,SI1,58.4,60,4001
0.8,Very Good,G,VVS2,62.5,56,4002
0.99,Very Good,J,SI1,60.3,57,4002
0.7,Very Good,D,VS1,59.3,55,4003
0.89,Very Good,E,SI1,62.7,57,4003
1.01,Very Good,F,SI2,60.7,57,4004
1,Very Good,E,SI2,58.8,62,4004
1,Very Good,E,SI2,59.5,63,4004
1,Very Good,E,SI2,59.1,61,4004
1.02,Very Good,H,SI2,58.3,61,4004
1.02,Very Good,H,SI2,63.5,58,4004
0.9,Very Good,F,SI1,63.3,55,4004
1.01,Fair,G,SI1,64.2,59,4004
0.75,Very Good,E,VVS2,62.8,57,4005
0.91,Very Good,I,VS2,59.9,58,4008
0.9,Very Good,F,SI1,63,61,4009
1.05,Very Good,E,SI2,61.7,59,4010
0.92,Very Good,E,SI2,62.1,58,4011
0.91,Very Good,H,VS2,63.5,57,4012
1.04,Very Good,F,SI2,63.2,58,4013
0.71,Very Good,D,VVS2,61.7,58,4014
1,Very Good,H,SI2,63,61,4015
1.01,Very Good,F,SI2,60.8,63,4017
0.97,Very Good,I,VS2,62.2,55.9,4018
0.9,Very Good,H,VS1,62.5,56,4021
0.9,Very Good,H,VS1,63,62,4021
1.15,Very Good,J,SI2,63.6,57,4021
0.7,Very Good,D,VVS2,62.8,60,4022
1.01,Very Good,H,SI2,63.9,56,4023
0.56,Very Good,D,IF,62.5,59,4025
1.11,Very Good,H,SI2,63.4,55,4028
1.11,Very Good,H,SI2,61.5,59,4029
0.91,Very Good,E,SI1,61.9,61,4031
0.57,Very Good,D,IF,61.3,57,4032
1,Fair,E,SI2,57.3,62,4032
1,Fair,G,VS2,44,53,4032
1,Very Good,I,SI1,60.4,63,4032
0.93,Very Good,I,VS1,62.6,59,4033
1,Very Good,F,SI2,63.4,55,4033
0.9,Very Good,E,SI1,60.1,58,4034
1,Very Good,F,SI2,63.4,58,4036
1,Fair,F,SI2,59,67,4036
0.32,Very Good,I,VS2,63.2,56,576
0.32,Very Good,I,VS2,63.4,55,576
0.32,Very Good,H,SI1,63.1,54,576
0.32,Very Good,H,SI1,63.1,55,576
0.25,Very Good,F,VVS2,62,59,576
0.25,Very Good,F,VVS1,60.7,59,576
0.25,Very Good,E,VVS1,62.9,59,576
0.25,Very Good,E,VVS1,62.9,58,576
0.92,Very Good,F,SI1,62.9,56,4037
0.92,Very Good,F,SI1,62.7,57,4037
1,Very Good,F,SI2,62.9,59,4037
1.03,Fair,H,SI2,67,61,4038
1.02,Very Good,H,SI2,60.9,58,4039
1.02,Very Good,H,SI2,61.1,61,4039
0.74,Fair,D,VVS2,65.4,53,4040
0.91,Very Good,D,SI1,63.1,61,4041
1.05,Very Good,H,SI2,61.4,58,4042
1,Very Good,H,SI2,62.5,58,4042
1.01,Fair,H,VS1,66.1,55,4044
1.02,Fair,G,SI1,64.5,56,4044
1.2,Fair,G,SI2,65.5,59,4044
0.91,Very Good,G,SI1,62.8,58,4045
1.29,Very Good,G,SI2,63.2,54,4045
1.01,Very Good,I,SI2,63.7,56,4047
1.01,Fair,G,SI2,58.3,62,4047
0.91,Very Good,F,SI1,62.3,60,4049
1.14,Very Good,F,I1,61.3,55.8,4050
1.01,Very Good,H,SI1,62.5,58,4052
0.94,Fair,F,SI1,56.8,67,4053
0.9,Very Good,E,SI1,61.8,60,4054
0.9,Very Good,E,SI1,62.2,60,4054
0.9,Very Good,F,SI1,59.8,54,4054
0.9,Very Good,F,SI1,63.3,57,4054
0.91,Very Good,F,SI2,60.9,58,4054
1.11,Fair,J,SI2,64.8,55.1,4056
1.06,Very Good,G,SI2,63.4,61,4057
0.9,Fair,E,VS2,65,55,4057
1.22,Very Good,J,SI2,62.2,60,4058
1.24,Fair,G,SI2,65.7,57,4058
0.9,Very Good,G,SI1,62.7,59,4059
1.03,Very Good,G,SI2,63.1,58,4060
0.96,Very Good,D,SI2,60,60,4060
1.25,Very Good,H,SI2,63.5,57,4060
0.9,Very Good,E,VS2,61.1,63,4062
0.97,Very Good,F,SI2,59.9,59,4063
0.97,Fair,F,SI1,56.4,66,4063
0.9,Very Good,H,VS2,62.1,60,4064
1.01,Very Good,D,SI2,62.9,59,4064
1.01,Very Good,G,SI1,62.3,59,4064
0.96,Very Good,H,SI1,63.1,58,4064
0.91,Very Good,H,VS1,61.7,56,4066
0.91,Very Good,H,VS1,62.7,63,4066
1.12,Very Good,J,SI2,58.5,60,4066
1.1,Very Good,G,SI2,63.4,56,4066
0.9,Very Good,D,SI1,62.4,63,4068
0.9,Very Good,D,SI1,61.8,61,4068
0.9,Very Good,D,SI1,62.5,63,4068
0.9,Very Good,D,SI1,61.1,63,4068
0.9,Very Good,D,SI1,62.8,59,4068
1.01,Very Good,F,SI2,63.1,57,4072
1.01,Fair,G,VS2,65.7,54,4072
1.01,Very Good,I,SI1,63.4,62,4072
0.9,Very Good,F,SI1,61.6,58,4074
1.11,Very Good,I,SI2,63.1,57,4075
1,Very Good,E,SI2,59.5,63,4077
1,Fair,E,SI2,64.6,60,4077
0.9,Very Good,D,SI2,62.9,56,4078
1.09,Very Good,I,SI2,63.8,57,4078
1,Very Good,I,SI2,60.7,59,4080
0.91,Very Good,G,SI1,63.5,58,4081
0.9,Very Good,G,VS2,63.5,62,4081
1,Very Good,F,SI2,62.8,57,4081
1,Very Good,F,SI2,62.9,59,4081
1,Very Good,F,SI2,62.6,58,4081
0.93,Very Good,F,SI1,58.8,60,4081
0.91,Very Good,F,SI2,60.6,56,4081
0.9,Very Good,H,VS2,63.3,59,4082
1,Very Good,F,SI2,60.2,59,4082
1.1,Very Good,I,SI2,62.8,57,4083
1.04,Very Good,G,SI2,60.3,62,4084
1.02,Very Good,I,SI2,62.6,56,4084
1.11,Very Good,J,SI1,63.3,61,4084
1,Very Good,F,SI1,63.2,54,4088
1,Very Good,I,SI1,63.2,56,4088
0.9,Very Good,I,VS2,61.4,58,4089
0.9,Very Good,E,SI1,63.1,61,4092
0.9,Very Good,E,SI1,63.1,60,4092
0.9,Very Good,G,VS2,59.6,61,4093
0.7,Very Good,D,VS1,60.3,58,4095
0.95,Very Good,J,VVS2,60.5,59,4098
0.9,Very Good,I,VVS1,61.3,59,4099
0.9,Very Good,F,SI1,62.8,59,4099
1.22,Fair,I,SI1,66.2,60,4099
1.03,Very Good,H,SI2,60.9,57,4101
1.11,Very Good,E,SI2,61.6,61,4102
1.11,Very Good,E,SI2,61.7,63,4102
1.2,Very Good,J,SI2,61.8,56,4102
0.31,Very Good,I,SI1,60.7,60,408
0.25,Very Good,E,VS2,59.7,61,409
0.25,Very Good,D,VS1,62.1,60,410
0.24,Very Good,E,VS1,62.5,55,412
0.27,Very Good,E,VS1,60.6,59,413
0.27,Very Good,D,VS1,62.2,58,413
0.3,Very Good,G,SI1,60.1,58,413
0.3,Very Good,D,SI2,62.3,58,413
0.23,Very Good,D,VS2,60.2,57,577
0.31,Very Good,H,VVS2,62.6,56,578
0.31,Very Good,H,VVS2,61.2,55,578
0.3,Very Good,E,VS1,61.5,57,578
0.4,Very Good,F,SI2,62.6,53,579
0.4,Very Good,F,SI2,62.1,57,579
0.31,Fair,E,SI1,56.9,66,579
0.33,Very Good,G,VS2,60.6,61,579
0.33,Very Good,E,SI1,60.2,58,579
0.33,Very Good,E,SI1,60.3,60,579
1.01,Fair,G,SI1,66.9,56,4102
0.9,Very Good,F,SI1,63.1,56,4103
0.91,Very Good,G,VS2,64,56.6,4105
1.01,Fair,E,SI1,65.6,59,4106
1.3,Very Good,J,VS2,63.3,57,4106
1,Very Good,I,SI2,62.6,57,4107
0.91,Fair,D,VS2,65.7,56,4107
0.91,Fair,D,VS2,65.7,58,4107
0.91,Very Good,F,SI1,62.2,57,4108
0.93,Very Good,G,SI1,61.5,57,4111
1.05,Very Good,H,SI2,63.8,58,4112
1.09,Very Good,F,SI2,58.5,59,4113
0.93,Very Good,E,SI2,62.5,58,4113
1.13,Fair,H,SI2,64.4,58,4113
0.7,Very Good,E,VVS1,61.9,58,4114
0.91,Fair,H,VVS1,56.5,67,4115
0.9,Very Good,G,VS1,61.5,56,4116
0.73,Very Good,D,VS1,61.1,59,4116
0.8,Very Good,E,VS1,60.7,60,4118
1.01,Fair,E,SI2,55.2,65,4118
1.01,Very Good,E,SI2,63.1,61,4118
1.01,Fair,E,SI2,64.7,55,4118
1.01,Fair,D,SI1,66.3,55,4118
0.9,Very Good,F,SI1,62.7,59,4119
1.01,Very Good,F,SI2,62.8,58,4119
1.01,Very Good,J,VS2,59.3,59,4120
1.01,Very Good,F,SI2,62.7,56,4121
1.01,Very Good,F,SI2,62.2,58,4121
1.01,Very Good,F,SI2,61,60,4121
0.91,Very Good,D,SI2,61.5,56,4123
1.13,Fair,J,SI1,64.9,55,4123
0.9,Very Good,F,VS2,62.7,62,4124
1,Very Good,E,SI2,62.8,59,4125
1,Very Good,I,SI1,63,58,4125
1.04,Very Good,G,SI2,62.7,57,4125
0.9,Fair,E,VS2,64.5,61,4125
0.8,Very Good,F,VVS2,62.7,58,4126
0.9,Very Good,I,VS1,62.6,59,4126
1.01,Fair,F,SI2,58.2,61,4127
0.9,Very Good,H,VS2,63.7,61,4129
1.01,Very Good,I,VS1,63.1,56,4129
1.01,Fair,H,SI2,64.9,56,4129
0.9,Very Good,D,SI1,60.1,58,4130
1.06,Very Good,I,SI2,62.8,56,4132
1.01,Very Good,J,SI1,63.3,55,4133
0.9,Very Good,E,VS2,61.1,63,4134
0.9,Very Good,G,VS2,63.4,59,4135
0.82,Very Good,E,VS2,62.8,59,4135
0.9,Very Good,H,VS1,61.5,59,4136
0.9,Very Good,H,VS1,61.8,56,4136
0.96,Very Good,H,VS2,61.2,57,4136
0.9,Very Good,H,VS1,62.7,57,4136
0.9,Very Good,H,VS1,63,59,4136
0.96,Very Good,G,SI1,62,59,4136
1.02,Very Good,J,SI1,61.4,58,4137
0.91,Very Good,E,SI1,63.5,57,4138
0.97,Very Good,G,SI1,60.2,61,4140
1.1,Very Good,E,SI2,63.3,56,4140
1.32,Fair,H,I1,65.8,55,4140
1,Fair,E,SI1,66.3,62,4140
0.82,Very Good,F,VVS2,63.1,59,4141
0.91,Very Good,F,SI1,62,59,4141
1,Very Good,G,SI2,62.4,60,4142
0.96,Very Good,F,SI2,60.9,57,4142
0.91,Very Good,H,VVS2,63.6,56,4143
0.9,Very Good,E,SI1,62,62,4144
0.93,Very Good,G,SI1,62.3,58,4144
1.41,Fair,H,I1,64.7,58,4145
1.21,Fair,J,SI1,65,59,4147
1.21,Fair,J,SI1,65.3,60,4147
1,Very Good,I,SI1,63.1,58,4149
1,Fair,H,SI1,56.3,63,4150
0.9,Very Good,E,SI1,63.1,58,4151
1.08,Very Good,J,SI2,62.5,60,4152
1.01,Very Good,J,SI1,61.3,57,4153
1.01,Very Good,G,SI2,63.5,58,4154
0.9,Very Good,H,VS2,62,57,4155
0.9,Very Good,H,VS2,61.8,56,4155
0.9,Very Good,H,VS2,62.7,59,4155
1.02,Very Good,I,SI2,63.2,60,4155
0.9,Very Good,H,VS2,62.2,58,4157
0.9,Very Good,F,SI1,63.2,56,4158
1.05,Very Good,H,SI2,63,59,4158
1.36,Fair,J,SI2,67.8,55,4158
0.9,Very Good,I,VVS1,63.5,58,4161
1.02,Very Good,F,SI2,63,58,4162
1.02,Very Good,F,SI2,60.4,60,4162
1.02,Very Good,F,SI2,59.9,62,4162
1.06,Very Good,G,SI2,61.1,62,4162
1.02,Very Good,F,SI2,62,59,4162
1.02,Very Good,F,SI2,60.2,61,4162
0.93,Very Good,G,SI2,62.9,56,4163
1,Fair,G,SI1,63.1,59,4163
0.33,Very Good,E,SI1,62.7,56,579
0.33,Very Good,E,SI1,60.7,57,579
0.33,Very Good,G,VS2,60.9,56,579
0.33,Very Good,G,VS2,62,58,579
0.33,Very Good,G,VS2,59.3,61,579
0.33,Very Good,E,SI1,59.1,58,579
0.33,Very Good,G,VS2,60.8,62,579
0.33,Very Good,G,VS2,61.1,59,579
0.33,Very Good,H,VS1,60,61,579
0.9,Very Good,E,SI1,61.3,57,4165
0.9,Very Good,E,SI1,59.8,58,4165
0.9,Very Good,E,SI1,61.8,59,4165
1.01,Very Good,I,SI1,62.9,58,4166
1.01,Very Good,H,SI2,58.8,58,4166
1,Fair,H,VS2,66.8,63,4166
1.08,Very Good,F,SI2,63.3,59,4167
1.51,Fair,G,I1,65.6,54,4167
0.92,Very Good,D,SI2,62.4,60,4168
1.11,Very Good,I,SI2,62.6,55,4168
1.11,Very Good,E,SI2,60,61,4170
0.7,Very Good,E,VVS1,61.6,61,4171
1.01,Very Good,I,SI2,62.9,55,4171
1,Very Good,H,SI2,61.6,58,4172
0.9,Very Good,H,VS2,62.7,59,4173
1.14,Very Good,J,SI1,63.3,55,4173
0.92,Very Good,H,VS2,63.4,57,4173
0.92,Very Good,H,VS2,63.1,57,4173
1.04,Very Good,I,SI1,62.5,62,4175
1.13,Fair,F,SI2,64.4,56,4176
1.01,Very Good,G,SI2,62.9,56,4176
1.11,Very Good,E,SI2,61.7,63,4177
1.04,Very Good,F,SI2,62.3,58,4181
1,Very Good,E,SI2,63.7,60,4181
1.01,Fair,E,SI1,64.7,59,4181
0.9,Very Good,G,VS2,62.4,60,4182
0.92,Very Good,E,SI1,63.2,58,4183
0.9,Fair,F,VS1,66.2,55,4183
1.01,Very Good,H,SI2,58.9,60,4185
1.01,Very Good,I,SI1,63.4,55,4185
1.01,Very Good,G,SI1,63.3,57,4185
0.9,Very Good,H,VVS2,62.9,58,4186
0.9,Very Good,F,VS2,61.2,59,4186
0.96,Very Good,E,SI2,62.6,60,4186
1.01,Very Good,I,SI1,59.7,60,4186
0.96,Very Good,I,VS2,59.6,59,4187
1.01,Very Good,F,SI2,62.4,58,4187
0.9,Very Good,D,SI1,63.4,53,4187
0.91,Very Good,E,SI1,63.7,59,4188
0.91,Very Good,F,SI1,63.1,60,4188
1.01,Very Good,I,SI1,63.6,58,4189
1.04,Very Good,I,SI1,64.1,57,4190
0.86,Very Good,D,VS2,62.8,55,4191
1.21,Very Good,J,VS2,62.4,58,4191
0.91,Very Good,E,SI1,63.3,56,4191
0.91,Very Good,E,SI1,58.8,59,4191
1.01,Very Good,H,SI1,63.4,58,4191
1.01,Fair,H,SI1,64.6,55,4191
1.1,Very Good,I,SI2,62.6,59,4192
1.04,Very Good,I,SI1,63.2,54,4193
0.91,Very Good,H,VS2,58.3,59,4193
0.95,Very Good,G,SI2,62.6,58,4194
1.01,Very Good,J,SI1,63,54,4194
0.9,Fair,I,VVS1,63.5,57,4194
1.13,Very Good,I,SI2,59.9,57,4195
1,Very Good,G,SI2,60,62,4195
1.06,Very Good,I,SI1,62.7,56,4197
1.05,Very Good,J,SI1,62.5,58,4199
1.25,Very Good,H,SI2,63.2,60,4199
1.04,Very Good,G,SI2,60.9,58,4200
1.04,Very Good,G,SI2,62.9,58,4200
1,Very Good,H,SI2,63.3,57,4200
1,Very Good,I,SI1,63.3,58,4200
0.9,Very Good,H,VS1,60.5,63,4201
1.07,Very Good,G,SI2,58.5,61,4201
1.07,Very Good,G,SI2,59.9,59,4201
0.91,Very Good,H,VS2,59.9,62,4201
0.91,Very Good,H,VS2,62.8,58,4201
0.9,Very Good,E,SI1,62.1,59,4201
1.1,Very Good,I,SI2,60.5,59,4202
1.11,Very Good,I,SI2,61.1,58,4202
0.84,Very Good,D,SI1,59.9,54,4205
1.01,Fair,D,SI2,65.3,55,4205
1.13,Very Good,J,VS2,62,59,4206
1,Very Good,G,SI2,62.8,57,4207
1.02,Very Good,F,SI2,60,60,4207
1.01,Very Good,I,SI1,60.9,59,4207
1.01,Very Good,H,VS2,63.1,62,4208
0.91,Very Good,G,VS1,63.2,58,4209
0.91,Very Good,G,VS1,63.4,54,4209
0.9,Very Good,G,VS2,62.4,61,4210
0.9,Very Good,G,VS2,61,60,4210
0.85,Very Good,D,VS2,61.8,56,4211
0.91,Very Good,E,SI1,60.5,61,4211
0.91,Very Good,E,SI1,61.9,61,4211
0.91,Very Good,E,SI1,62.4,57,4211
1.01,Very Good,I,SI1,62.7,56,4212
0.79,Very Good,D,VS1,62.4,60,4213
1,Fair,E,SI1,58.1,63,4213
0.93,Very Good,D,SI2,60.6,59,4214
0.93,Very Good,D,SI2,62.6,57,4214
1.1,Very Good,J,SI2,61.9,55,4217
1,Very Good,G,SI1,58.6,63,4218
1.03,Very Good,F,SI2,61.1,59,4218
0.96,Very Good,F,SI2,59.8,59,4218
0.9,Fair,E,SI1,59.2,60,4220
1.16,Fair,H,SI2,66.3,57,4222
0.97,Very Good,F,SI2,62.9,57,4223
0.33,Very Good,G,VS2,59.4,61,579
0.33,Very Good,E,SI1,63,54,579
0.33,Very Good,G,VS2,62.1,56,579
0.33,Very Good,H,VS1,59.7,59,579
0.33,Very Good,I,VVS2,62.1,56,579
0.33,Very Good,H,VS1,60.2,62,579
0.33,Very Good,E,SI1,62,60,579
0.33,Very Good,H,VS1,62.9,59,579
0.33,Very Good,G,VS2,62.8,54,579
0.33,Very Good,G,VS2,62.6,58,579
0.33,Very Good,G,VS2,62.6,56,579
0.33,Very Good,E,SI1,60.6,60,579
1.06,Very Good,F,SI2,60,59,4224
0.91,Very Good,H,VS1,63.4,56,4224
1.02,Fair,F,SI1,61.8,50,4227
0.71,Very Good,E,VVS1,62.8,59,4228
0.92,Very Good,H,VS1,61,62,4228
0.92,Very Good,H,VS1,62.9,58,4228
0.92,Very Good,H,VS1,61.7,62,4228
1.01,Very Good,G,SI2,63.3,56,4228
1.02,Very Good,H,SI2,62.6,60,4229
0.9,Fair,F,VS2,64.4,53,4229
0.9,Very Good,F,SI1,63,60,4232
0.92,Very Good,E,SI1,60.7,59,4232
1.2,Very Good,J,VS2,63.1,56,4232
0.78,Very Good,D,VS1,60.5,55,4234
0.9,Very Good,H,VS1,63.5,59,4234
1,Very Good,F,SI1,63.1,59,4234
1.1,Very Good,I,SI1,60.4,61,4235
1.07,Very Good,I,SI1,60.7,61,4237
0.91,Very Good,D,SI1,61.5,59,4239
0.9,Very Good,E,SI1,61.5,62,4239
0.7,Very Good,E,VVS2,61.7,57,4240
1.08,Very Good,G,SI2,59.8,57,4241
1.05,Very Good,G,SI2,62.5,60,4241
1.02,Very Good,F,SI2,60.3,59,4241
1.05,Very Good,G,SI2,61.6,60,4241
1.01,Very Good,H,SI1,62.7,59,4242
1.01,Very Good,I,SI1,61.2,59,4243
0.7,Very Good,D,VVS1,62.7,54,4244
1.04,Very Good,F,SI2,62.8,55,4244
1.09,Very Good,D,SI2,59.2,63,4244
1.01,Very Good,I,SI2,63.5,57,4244
1.01,Very Good,E,SI2,63.3,58,4244
0.96,Very Good,G,SI1,63.2,57,4247
1.01,Very Good,G,SI2,61,58,4249
1.01,Very Good,G,SI2,62,58,4249
1.01,Very Good,H,SI1,63.4,55,4249
1.15,Very Good,E,SI2,61.7,60,4250
1.04,Very Good,D,SI2,58.2,59,4252
1.02,Very Good,H,SI2,63.4,54,4252
0.9,Fair,D,SI1,63.8,61,4252
0.91,Very Good,D,SI1,59.3,58,4253
0.92,Very Good,D,SI1,60.7,58,4253
0.92,Very Good,E,SI1,63,57,4254
0.9,Very Good,H,VS2,60,56,4255
1,Very Good,F,SI2,62.9,56,4255
1,Very Good,F,SI2,59.9,61,4255
1.06,Very Good,I,SI1,62.8,56,4255
1,Very Good,F,SI2,61.6,62,4255
0.93,Very Good,F,SI1,59.8,58,4256
1,Fair,E,SI2,65.2,56,4256
0.91,Fair,E,SI1,65,62,4256
1.01,Fair,H,SI1,65.3,57,4256
